0.000000000000000000e+00 1.000000000000000021e-02 0.000000000000000000e+00 4.811764901760049069e-03 0.000000000000000000e+00 4.811764901760049069e-03
1.000100010001000149e-02 9.999499926936116639e-03 -1.000052819705885769e-04 4.811764902326058115e-03 4.812313329674316824e-07 4.811283670993090483e-03
2.000200020002000298e-02 9.997999753049050670e-03 -2.000007517464112239e-04 4.811764903163153265e-03 1.924736469055753844e-06 4.809840166694097884e-03
3.000300030003000273e-02 9.995499613169929465e-03 -2.999767853094478169e-04 4.811764905981302624e-03 4.329954298547434923e-06 4.807434951682755357e-03
4.000400040004000596e-02 9.991999800415428054e-03 -3.999222752090579461e-04 4.811764925880132604e-03 7.695896318386595859e-06 4.804069029561745634e-03
5.000500050005000918e-02 9.987500834368627858e-03 -4.998310770640127833e-04 4.811765295393863849e-03 1.202138563076657114e-05 4.799743909763096866e-03
6.000600060006000547e-02 9.982003242660880682e-03 -5.996914843858422699e-04 4.811766085250367836e-03 1.730468837626927841e-05 4.794461396874098551e-03
7.000700070007001563e-02 9.975507451312653692e-03 -6.994924029288501332e-04 4.811767147292878195e-03 2.354366248409668909e-05 4.788223484808781100e-03
8.000800080008001192e-02 9.968013886344407118e-03 -7.992227384473403170e-04 4.811768194715797427e-03 3.073574057341689101e-05 4.781032454142380116e-03
9.000900090009000820e-02 9.959522973776606392e-03 -8.988713966956171988e-04 4.811768802374424836e-03 3.887793064773092418e-05 4.772890871726693553e-03
1.000100010001000184e-01 9.950035623577820759e-03 -9.984283903995058978e-04 4.811768976945998179e-03 4.796692327082763052e-05 4.763802053675170352e-03
1.100110011001100146e-01 9.939553527587796644e-03 -1.097885520718569659e-03 4.811769564935252687e-03 5.799921747335732046e-05 4.753770347461895238e-03
1.200120012001200109e-01 9.928077636408540879e-03 -1.197232893322606540e-03 4.811770477298945095e-03 6.897080576820451795e-05 4.742799671530740536e-03
1.300130013001300211e-01 9.915608873838572049e-03 -1.296460552571739380e-03 4.811771497758850907e-03 8.087729790627617727e-05 4.730894199852574838e-03
1.400140014001400313e-01 9.902148163676410472e-03 -1.395558542826091453e-03 4.811772314024314115e-03 9.371392727929843283e-05 4.718058386745016021e-03
1.500150015001500137e-01 9.887696483526407787e-03 -1.494516914622056681e-03 4.811772570177150904e-03 1.074755530027839427e-04 4.704297017174366609e-03
1.600160016001600238e-01 9.872255980752496496e-03 -1.593325852770551476e-03 4.811772946844973704e-03 1.221566811417265457e-04 4.689616265703247348e-03
1.700170017001700340e-01 9.855828496385079379e-03 -1.691975506919036337e-03 4.811773731120840177e-03 1.377514448794140995e-04 4.674022286241426294e-03
1.800180018001800164e-01 9.838415498556542932e-03 -1.790455983910703821e-03 4.811774752598900300e-03 1.542536029924485095e-04 4.657521149606451763e-03
1.900190019001900266e-01 9.820018455399268445e-03 -1.888757390588747132e-03 4.811775744584591806e-03 1.716565471630969062e-04 4.640119197421494791e-03
2.000200020002000367e-01 9.800638835045645883e-03 -1.986869833796358394e-03 4.811776344416891955e-03 1.899533036370864506e-04 4.621823040779805478e-03
2.100210021002100191e-01 9.780280737954342302e-03 -2.084783896772902240e-03 4.811778666899253765e-03 2.091366305556447108e-04 4.602642036343609216e-03
2.200220022002200293e-01 9.758941317839458021e-03 -2.182488905541820571e-03 4.811777939886022898e-03 2.291986780810135495e-04 4.582579261805009782e-03
2.300230023002300395e-01 9.736626900275277899e-03 -2.279975846042007776e-03 4.811778261089430520e-03 2.501315713274786072e-04 4.561646689761952346e-03
2.400240024002400219e-01 9.713339172656624762e-03 -2.377234864798586245e-03 4.811779096962176538e-03 2.719269184592347445e-04 4.539852178502942065e-03
2.500250025002500598e-01 9.689079920887673156e-03 -2.474256126164817507e-03 4.811779914423354280e-03 2.945759775532350738e-04 4.517203936870118827e-03
2.600260026002600422e-01 9.663851051119656463e-03 -2.571029818195554994e-03 4.811780202776061444e-03 3.180696610906223829e-04 4.493710541685439278e-03
2.700270027002700246e-01 9.637655434833466289e-03 -2.667546380985701560e-03 4.811780316311087442e-03 3.423985979722363941e-04 4.469381718338850777e-03
2.800280028002800625e-01 9.610495910846434883e-03 -2.763796237015822554e-03 4.811780479282223161e-03 3.675530758536270999e-04 4.444227403428596332e-03
2.900290029002900449e-01 9.582375091246214324e-03 -2.859769738716138026e-03 4.811780591864710764e-03 3.935230283101235119e-04 4.418257563554587632e-03
3.000300030003000273e-01 9.553295724343683834e-03 -2.955457266535168812e-03 4.811780591531708041e-03 4.202980620067375199e-04 4.391482529524970251e-03
